id,price
3002,76.59799658909813
3003,95.28571522074604
3004,85.75147573085488
3005,28.402249999999945
3006,76.82425470598126
3007,79.76102064208698
3008,107.86019047619052
3009,51.39071709793747
3010,74.64375964367873
3011,82.54387279945357
3012,51.39071709793747
3013,82.48639628754304
3014,81.79756477233472
3015,28.402249999999945
3016,107.89746320346325
3017,85.75147573085488
3018,51.39071709793747
3019,76.59799658909813
3020,79.95033050641764
3021,97.70914284986858
3022,107.86019047619052
3023,82.21716007228906
3024,82.48639628754304
3025,97.70914284986858
3026,85.22791908375012
3027,81.92249334549734
3028,75.3782122428666
3029,95.28571522074604
3030,82.54387279945357
3031,79.76102064208698
3032,81.79756477233472
3033,80.30141190412851
3034,28.385464285714228
3035,79.95033050641764
3036,51.39071709793747
3037,74.64375964367873
3038,82.21716007228906
3039,107.86019047619052
3040,81.92249334549734
3041,50.121852411845545
3042,28.394321428571374
3043,28.394321428571374
3044,30.864087324809702
3045,37.46812667280136
3046,56.67265701520701
3047,28.402249999999945
3048,46.35618744628825
3049,28.803042690277586
3050,36.619520919474795
3051,41.52177980722413
3052,35.92675868938059
3053,22.08237154402615
3054,28.803042690277586
3055,53.55978248119513
3056,31.72213744415802
3057,38.986120568926815
3058,28.402249999999945
3059,31.72213744415802
3060,37.46812667280136
3061,40.647392442097654
3062,38.986120568926815
3063,56.67265701520701
3064,37.797662050610064
3065,46.35618744628825
3066,51.39071709793747
3067,37.797662050610064
3068,53.333153299648075
3069,53.333153299648075
3070,28.402249999999945
3071,35.92675868938059
3072,41.52177980722413
3073,28.402249999999945
3074,38.79437259338753
3075,53.46334222145486
3076,22.08237154402615
3077,53.55978248119513
3078,50.121852411845545
3079,48.54149896620632
3080,40.647392442097654
3081,30.864087324809702
3082,51.39071709793747
3083,36.619520919474795
3084,38.79437259338753
3085,48.54149896620632
3086,53.46334222145486
3087,80.29175537219983
3088,71.36893475142085
3089,75.7382520062103
3090,80.24079603746593
3091,71.36893475142085
3092,80.29175537219983
3093,85.72095162919587
3094,80.29175537219983
3095,65.39495728619612
3096,80.4307970388665
3097,74.57339058222635
3098,80.16016397811416
3099,80.24079603746593
3100,88.17273300417784
3101,80.16016397811416
3102,74.57339058222635
3103,87.81894792327765
3104,87.72586613643756
3105,72.47429220463721
3106,85.72095162919587
3107,80.4307970388665
3108,75.7382520062103
3109,87.72586613643756
3110,87.81894792327765
3111,72.47429220463721
3112,65.39495728619612
3113,88.17273300417784
3114,80.29175537219983
3115,72.85578388676467
3116,58.52675653948561
3117,69.89617765474154
3118,69.89617765474154
3119,125.96507142857163
3120,82.88935754473074
3121,82.88935754473074
3122,42.756308416583416
3123,107.70000000000007
3124,79.4085808381622
3125,71.87283603227593
3126,82.93120738369115
3127,58.52675653948561
3128,79.33647767289608
3129,81.7303237166401
3130,79.33647767289608
3131,82.54870639349669
3132,79.47551933956275
3133,79.4085808381622
3134,79.00550482913431
3135,51.39071709793747
3136,74.65553618323895
3137,85.10104544491678
3138,72.85578388676467
3139,84.61290338316353
3140,81.7303237166401
3141,82.93120738369115
3142,73.78824832080905
3143,79.00550482913431
3144,81.41159262420314
3145,79.47551933956275
3146,84.61290338316353
3147,81.41159262420314
3148,81.41159262420314
3149,73.78824832080905
3150,107.70000000000007
3151,74.65553618323895
3152,125.96507142857163
3153,66.75505021856456
3154,85.10104544491678
3155,82.54870639349669
3156,51.39071709793747
3157,79.72310814287144
3158,71.87283603227593
3159,81.22786728460538
3160,75.27220166171654
3161,66.75505021856456
3162,79.72310814287144
3163,42.756308416583416
3164,81.41159262420314
3165,79.33647767289608
3166,81.22786728460538
3167,79.33647767289608
3168,75.27220166171654
3169,28.402249999999945
3170,28.402249999999945
3171,28.402249999999945
3172,28.402249999999945
3173,28.402249999999945
3174,28.402249999999945
3175,71.03821666666677
3176,28.481392857142804
3177,51.39071709793747
3178,30.433009608301045
3179,42.21050091005076
3180,54.61692164502164
3181,51.39071709793747
3182,45.30217115477344
3183,30.433009608301045
3184,41.02044367335018
3185,59.38508571151076
3186,40.687933118438
3187,30.088197798035317
3188,30.088197798035317
3189,28.34696428571423
3190,34.89252064079458
3191,43.47638795134259
3192,28.34696428571423
3193,71.01696666666678
3194,42.21050091005076
3195,60.32788908452664
3196,43.47638795134259
3197,41.02044367335018
3198,43.174227999988716
3199,41.97218335202378
3200,51.39071709793747
3201,28.34696428571423
3202,59.38508571151076
3203,55.938290530303064
3204,28.34696428571423
3205,40.687933118438
3206,51.39071709793747
3207,25.234945720945717
3208,55.938290530303064
3209,71.03821666666677
3210,25.234945720945717
3211,71.01696666666678
3212,60.154289084526646
3213,60.32788908452664
3214,41.97218335202378
3215,45.30217115477344
3216,28.481392857142804
3217,43.174227999988716
3218,54.61692164502164
3219,34.89252064079458
3220,60.154289084526646
3221,87.7651387586436
3222,54.02143919072329
3223,80.23826602270182
3224,73.13566283040419
3225,109.26359285714288
3226,56.03495474339092
3227,75.41293283380536
3228,86.37853219421642
3229,73.13566283040419
3230,43.07634023476524
3231,84.19148794456065
3232,83.8365474850227
3233,72.38938664221092
3234,80.23826602270182
3235,84.19148794456065
3236,85.97486267142132
3237,43.07634023476524
3238,79.98731816062532
3239,85.0082127586602
3240,80.28922535743574
3241,86.81589467022704
3242,80.28922535743574
3243,87.7651387586436
3244,87.7651387586436
3245,86.37853219421642
3246,109.26359285714288
3247,80.28922535743574
3248,87.7651387586436
3249,79.98731816062532
3250,74.31108392062555
3251,83.1676748408465
3252,83.92457120103848
3253,74.31108392062555
3254,75.59457053373698
3255,67.29485591505265
3256,84.19148794456065
3257,54.02143919072329
3258,75.41293283380536
3259,87.52399995295816
3260,84.19148794456065
3261,72.96677012434178
3262,87.52399995295816
3263,85.0082127586602
3264,51.39071709793747
3265,85.0082127586602
3266,86.81589467022704
3267,84.76238777992877
3268,72.96677012434178
3269,83.1676748408465
3270,67.29485591505265
3271,72.38938664221092
3272,85.97486267142132
3273,80.28922535743574
3274,85.0082127586602
3275,51.39071709793747
3276,56.03495474339092
3277,83.92457120103848
3278,83.8365474850227
3279,75.59457053373698
3280,84.76238777992877
3281,31.70602618441501
3282,28.385464285714228
3283,28.402249999999945
3284,31.70602618441501
3285,38.696939024422946
3286,45.697064266762425
3287,28.385464285714228
3288,36.483033135769595
3289,45.697064266762425
3290,36.02161756096548
3291,65.34409191919201
3292,28.63479976514715
3293,47.26573015539806
3294,28.402249999999945
3295,48.36646793893994
3296,36.91021729647092
3297,28.402249999999945
3298,38.696939024422946
3299,65.34409191919201
3300,36.93999622132259
3301,51.39071709793747
3302,36.93999622132259
3303,36.91021729647092
3304,51.39071709793747
3305,65.50909668109679
3306,47.58859634518976
3307,51.39071709793747
3308,28.402249999999945
3309,55.05277431457433
3310,51.39071709793747
3311,55.05277431457433
3312,65.34409191919201
3313,65.50909668109679
3314,28.582305275280277
3315,65.34409191919201
3316,48.36646793893994
3317,47.26573015539806
3318,42.49202980909364
3319,37.319769661910385
3320,36.02161756096548
3321,36.93999622132259
3322,47.58859634518976
3323,28.582305275280277
3324,37.319769661910385
3325,36.93999622132259
3326,36.483033135769595
3327,42.49202980909364
3328,28.63479976514715
3329,77.43452713952719
3330,43.92970005770375
3331,44.50853480547231
3332,67.31912570474493
3333,77.5105271395272
3334,51.39071709793747
3335,76.44075311355317
3336,77.43452713952719
3337,67.72950309981367
3338,51.39071709793747
3339,67.30247332933419
3340,77.43452713952719
3341,34.97516359126979
3342,54.4445576943284
3343,51.27074738111599
3344,77.5105271395272
3345,43.92970005770375
3346,51.512250102604746
3347,51.39071709793747
3348,34.97516359126979
3349,66.11844645600911
3350,51.39071709793747
3351,67.73877809981366
3352,51.27074738111599
3353,51.512250102604746
3354,67.73877809981366
3355,51.39071709793747
3356,67.72950309981367
3357,54.4445576943284
3358,76.257276923077
3359,67.31912570474493
3360,76.44075311355317
3361,76.257276923077
3362,67.74900865536922
3363,51.39071709793747
3364,67.54005170235007
3365,67.30247332933419
3366,66.11844645600911
3367,44.50853480547231
3368,51.39071709793747
3369,67.74900865536922
3370,67.54005170235007
3371,51.39071709793747
3372,77.43452713952719
3373,29.846124614274622
3374,54.34475243999864
3375,28.31054016363755
3376,28.213493506493457
3377,28.213493506493457
3378,39.00636552294736
3379,28.25276136363631
3380,37.56540972666578
3381,50.06862133038967
3382,36.50383371137546
3383,51.39071709793747
3384,28.31054016363755
3385,44.05562963564214
3386,61.62523820028011
3387,37.56540972666578
3388,28.227695574162627
3389,39.45940020113306
3390,39.45940020113306
3391,48.687149936457516
3392,51.39071709793747
3393,39.92234716956637
3394,28.25276136363631
3395,54.34475243999864
3396,44.05562963564214
3397,61.62523820028011
3398,55.89655490620494
3399,36.50383371137546
3400,71.89256250000012
3401,54.668786624996365
3402,29.846124614274622
3403,54.668786624996365
3404,50.06862133038967
3405,48.687149936457516
3406,39.92234716956637
3407,55.89655490620494
3408,71.89256250000012
3409,39.00636552294736
3410,28.227695574162627
3411,51.39071709793747
3412,28.47253571428566
3413,51.39071709793747
3414,51.39071709793747
3415,65.57324103396613
3416,51.39071709793747
3417,71.77276458541469
3418,71.77276458541469
3419,28.402249999999945
3420,71.77276458541469
3421,71.74880906593417
3422,50.893297366522326
3423,50.893297366522326
3424,28.402249999999945
3425,72.20326428571441
3426,71.74880906593417
3427,28.47253571428566
3428,51.39071709793747
3429,51.39071709793747
3430,50.59224022366519
3431,76.82297555777566
3432,50.59224022366519
3433,51.39071709793747
3434,51.39071709793747
3435,50.59224022366519
3436,51.39071709793747
3437,51.39071709793747
3438,28.402249999999945
3439,44.66290732323233
3440,51.39071709793747
3441,50.59224022366519
3442,51.39071709793747
3443,71.77276458541469
3444,51.39071709793747
3445,28.402249999999945
3446,77.0516577006328
3447,44.66290732323233
3448,72.20326428571441
3449,51.39071709793747
3450,76.82297555777566
3451,65.57324103396613
